Store,Date,IsHoliday,Weekly_Sales,Size,Temperature,Fuel_Price,Unemployment,CPI,Average_earning,Population,Population_over_65,Population_under_18
1,13/04/2012,FALSE,1621031.7,151315,20.59444444,3.891,7.143,221.5102105,62818,18408,4711,2179
1,20/04/2012,FALSE,1521577.87,151315,19.31111111,3.877,7.143,221.5640737,62806,18241,4708,2190
1,27/04/2012,FALSE,1468928.37,151315,19.57222222,3.814,7.143,221.6179368,63459,18339,4733,2185
1,11/05/2012,FALSE,1611096.05,151315,23.20555556,3.688,7.143,221.7256632,63618,18193,4770,2206
1,18/05/2012,FALSE,1595901.87,151315,21.29444444,3.63,7.143,221.742674,63580,18102,4748,2207
1,25/05/2012,FALSE,1555444.55,151315,25.12222222,3.561,7.143,221.744944,63338,18304,4706,2197
1,15/06/2012,FALSE,1630607,151315,26.30555556,3.393,7.143,221.7626421,63028,18396,4763,2179
1,22/06/2012,FALSE,1527845.81,151315,25.77222222,3.346,7.143,221.8030211,63034,18151,4737,2171
1,29/06/2012,FALSE,1540421.49,151315,29.37777778,3.286,7.143,221.8434,63916,18137,4714,2190
1,13/07/2012,FALSE,1527014.04,151315,25.06666667,3.256,6.908,221.9241579,63852,18328,4714,2174
1,20/07/2012,FALSE,1497954.76,151315,26.9,3.311,6.908,221.9327267,62844,18292,4767,2201
1,27/07/2012,FALSE,1439123.71,151315,28.14444444,3.407,6.908,221.9412954,62952,18246,4760,2169
1,10/08/2012,FALSE,1592409.97,151315,29.47222222,3.494,6.908,221.9584329,63389,18321,4743,2193
1,17/08/2012,FALSE,1597868.05,151315,29.36111111,3.571,6.908,222.0384109,63402,18228,4786,2190
1,24/08/2012,FALSE,1494122.38,151315,25.36666667,3.62,6.908,222.1719457,63389,18082,4741,2202
1,31/08/2012,FALSE,1582083.4,151315,26.93888889,3.638,6.908,222.3054805,63611,18383,4733,2197
1,14/09/2012,FALSE,1517428.87,151315,23.87222222,3.717,6.908,222.5820193,64068,18352,4740,2174
1,21/09/2012,FALSE,1506126.06,151315,21.03888889,3.721,6.908,222.7818386,63377,18252,4725,2180
1,28/09/2012,FALSE,1437059.26,151315,24.48888889,3.666,6.908,222.9816579,63764,18175,4737,2206
1,12/10/2012,FALSE,1573072.81,151315,17.21666667,3.601,6.573,223.3812965,62869,18108,4746,2181
1,19/10/2012,FALSE,1508068.77,151315,19.98333333,3.594,6.573,223.4257233,63313,18140,4695,2201
1,26/10/2012,FALSE,1493659.74,151315,20.64444444,3.506,6.573,223.4442513,63275,18390,4759,2207
2,12/02/2010,TRUE,2137809.5,202307,3.605555556,2.548,8.324,210.8979935,54887,22949,5696,2487
2,19/02/2010,FALSE,2124451.54,202307,4.272222222,2.514,8.324,210.9451605,55179,22628,5655,2441
2,26/02/2010,FALSE,1865097.27,202307,7.833333333,2.561,8.324,210.9759573,55191,22821,5646,2484
2,12/03/2010,FALSE,1990483.78,202307,14.2,2.667,8.324,211.037551,55251,22685,5661,2452
2,19/03/2010,FALSE,1946070.88,202307,12.51111111,2.72,8.324,210.8733316,55179,22687,5680,2475
2,26/03/2010,FALSE,1750197.81,202307,10.7,2.732,8.324,210.6766095,55058,22938,5672,2445
2,16/04/2010,FALSE,1874957.94,202307,20.03888889,2.808,8.2,210.1495463,55124,22650,5710,2484
2,23/04/2010,FALSE,1821990.93,202307,18.39444444,2.795,8.2,210.1000648,55213,22853,5661,2440
2,30/04/2010,FALSE,1802450.29,202307,19.43333333,2.78,8.2,210.0505833,55086,22618,5713,2469
2,14/05/2010,FALSE,1880752.36,202307,22.95,2.854,8.2,209.9984585,55268,22824,5685,2447
2,21/05/2010,FALSE,1896937.1,202307,23.79444444,2.826,8.2,210.2768443,55284,22992,5732,2459
2,28/05/2010,FALSE,1957113.89,202307,27.29444444,2.759,8.2,210.5552301,55472,22819,5696,2472
2,11/06/2010,FALSE,2025538.76,202307,28.55555556,2.668,8.2,211.1120018,55262,22637,5684,2454
2,18/06/2010,FALSE,2001636.96,202307,29.89444444,2.637,8.2,211.1096543,55582,22833,5655,2483
2,25/06/2010,FALSE,1939927.09,202307,30.14444444,2.653,8.2,210.9950134,54804,22974,5759,2443
2,16/07/2010,FALSE,1845879.79,202307,29.62222222,2.623,8.099,210.7577954,54848,22803,5669,2439
2,23/07/2010,FALSE,1781717.71,202307,30.92222222,2.608,8.099,210.8921319,55571,22929,5647,2487
2,30/07/2010,FALSE,1804246.16,202307,28.60555556,2.64,8.099,211.0264684,55444,22837,5684,2448
2,13/08/2010,FALSE,1895601.05,202307,31.69444444,2.692,8.099,211.2951413,55257,22582,5685,2458
2,20/08/2010,FALSE,1964335.23,202307,31.5,2.664,8.099,211.2596586,54848,22712,5732,2469
2,27/08/2010,FALSE,1863840.49,202307,30.62222222,2.619,8.099,211.2241759,55367,22716,5759,2478
2,10/09/2010,TRUE,1839128.83,202307,26.16111111,2.565,8.099,211.1532104,55323,22883,5669,2447
2,17/09/2010,FALSE,1793903.6,202307,27.80555556,2.582,8.099,211.1806415,55505,22685,5648,2451
2,24/09/2010,FALSE,1724557.22,202307,27.66111111,2.624,8.099,211.2552578,54837,22963,5689,2475
2,15/10/2010,FALSE,1794355.49,202307,18.77777778,2.72,8.163,211.4713286,54821,22837,5729,2470
2,22/10/2010,FALSE,1737947.64,202307,20.27777778,2.725,8.163,211.5187208,55351,22755,5663,2471
2,29/10/2010,FALSE,1802755.11,202307,19.02222222,2.716,8.163,211.5661131,55351,22632,5718,2440
2,12/11/2010,FALSE,1916812.74,202307,15.38333333,2.728,8.163,211.6608975,54915,22963,5716,2485
2,19/11/2010,FALSE,1956739.17,202307,10.45,2.771,8.163,211.5470304,54870,22888,5755,2460
2,26/11/2010,TRUE,2658725.29,202307,17.21111111,2.735,8.163,211.4062867,54710,22609,5674,2468
2,10/12/2010,FALSE,2378726.55,202307,7.5,2.843,8.163,211.1247993,55511,22826,5666,2478
2,17/12/2010,FALSE,2609166.75,202307,8.638888889,2.869,8.163,211.0645458,55494,22792,5705,2473
2,24/12/2010,FALSE,3436007.68,202307,9.983333333,2.886,8.163,211.0646599,54821,22967,5693,2473
2,31/12/2010,TRUE,1750434.55,202307,8.5,2.943,8.163,211.064774,55251,22591,5750,2483
2,14/01/2011,FALSE,1744193.58,202307,0.566666667,2.983,8.028,211.1176713,54644,22707,5713,2488
2,21/01/2011,FALSE,1751384.9,202307,5.222222222,3.016,8.028,211.4864691,54865,23004,5655,2440
2,28/01/2011,FALSE,1695371.68,202307,6.016666667,3.01,8.028,211.8552668,54997,22632,5750,2481
2,11/02/2011,TRUE,2168041.61,202307,0.661111111,3.022,8.028,212.5928624,55213,22846,5661,2441
2,18/02/2011,FALSE,2080884.82,202307,14.35,3.045,8.028,212.9033115,55477,22612,5678,2475
2,25/02/2011,FALSE,1833511.08,202307,16,3.065,8.028,213.190421,55389,22974,5701,2461
2,11/03/2011,FALSE,1879107.31,202307,11.5,3.459,8.028,213.7646401,54799,22949,5732,2442
2,18/03/2011,FALSE,1902557.66,202307,16.84444444,3.488,8.028,214.0156238,54727,22767,5679,2459
2,25/03/2011,FALSE,1766162.05,202307,20.78888889,3.473,8.028,214.2521573,54909,22869,5712,2443
2,15/04/2011,FALSE,1856467.84,202307,20.82222222,3.743,7.931,214.9420631,55737,22643,5715,2466
2,22/04/2011,FALSE,1886339.6,202307,20.77222222,3.807,7.931,215.1096657,55400,22589,5702,2488
2,29/04/2011,FALSE,1745545.28,202307,20.67222222,3.81,7.931,215.2772683,54887,22744,5686,2466
2,13/05/2011,FALSE,1838513.07,202307,23.67222222,3.899,7.931,215.6124735,54755,22917,5648,2441
2,20/05/2011,FALSE,1688281.86,202307,19.52222222,3.907,7.931,215.3834778,54688,22929,5669,2482
2,27/05/2011,FALSE,1797732.56,202307,24.67777778,3.786,7.931,215.1544822,54915,22924,5737,2480
2,10/06/2011,FALSE,1929153.16,202307,28.55555556,3.648,7.931,214.6964908,55527,22650,5703,2484
2,17/06/2011,FALSE,1953771.99,202307,30.29444444,3.637,7.931,214.6513538,54683,22789,5649,2464
2,24/06/2011,FALSE,1790925.8,202307,29.53888889,3.594,7.931,214.7441108,55351,22819,5697,2461
2,15/07/2011,FALSE,1785187.29,202307,32.12777778,3.575,7.852,215.0134426,54948,22815,5663,2476
2,22/07/2011,FALSE,1743816.41,202307,31.85555556,3.651,7.852,215.0749122,55439,22826,5756,2484
2,29/07/2011,FALSE,1680693.06,202307,32.26111111,3.682,7.852,215.1363819,55654,22771,5726,2469
2,12/08/2011,FALSE,1812768.26,202307,33.1,3.638,7.852,215.2593211,54843,22776,5720,2462
2,19/08/2011,FALSE,1844094.59,202307,32.14444444,3.554,7.852,215.3229307,55604,22910,5670,2447
2,26/08/2011,FALSE,1821139.91,202307,32.47222222,3.523,7.852,215.386897,55179,22972,5679,2478
2,16/09/2011,FALSE,1691439.52,202307,26.02777778,3.526,7.852,215.6944378,54650,23027,5702,2478
2,23/09/2011,FALSE,1669299.78,202307,24.21111111,3.467,7.852,216.0282356,54870,22616,5698,2450
2,30/09/2011,FALSE,1650394.44,202307,25.63333333,3.355,7.852,216.3620333,55549,22954,5693,2476
2,14/10/2011,FALSE,1743882.19,202307,22.03888889,3.274,7.441,217.0048261,55273,22753,5725,2484
2,21/10/2011,FALSE,1834680.25,202307,18.07222222,3.353,7.441,217.1650042,54799,22719,5673,2450
2,28/10/2011,FALSE,1769296.25,202307,18.81666667,3.372,7.441,217.3251824,55163,22819,5722,2486
2,11/11/2011,FALSE,1920725.15,202307,15.18333333,3.297,7.441,217.6455387,55328,22650,5701,2486
2,18/11/2011,FALSE,1902762.5,202307,16.67222222,3.308,7.441,217.8670218,55053,23022,5673,2474
2,25/11/2011,TRUE,2614202.3,202307,13.53333333,3.236,7.441,218.1130269,54931,22951,5742,2476
2,16/12/2011,FALSE,2432736.52,202307,10.07222222,3.159,7.441,218.8217928,54832,22988,5681,2480
2,23/12/2011,FALSE,3224369.8,202307,8.144444444,3.112,7.441,218.9995495,55334,22762,5716,2475
2,30/12/2011,TRUE,1874226.52,202307,6.983333333,3.129,7.441,219.1773063,55737,22659,5694,2459
2,13/01/2012,FALSE,1744725.48,202307,7.772222222,3.261,7.057,219.5328198,54981,22853,5729,2449
2,20/01/2012,FALSE,1711769.11,202307,10.94444444,3.268,7.057,219.6258417,55428,22632,5662,2474
2,27/01/2012,FALSE,1660906.14,202307,10.27777778,3.29,7.057,219.7188636,54749,22997,5720,2458
2,10/02/2012,TRUE,2103322.68,202307,8.322222222,3.409,7.057,219.9049073,55395,22751,5742,2468
2,17/02/2012,FALSE,2196688.46,202307,6.566666667,3.51,7.057,220.0651993,55610,22774,5694,2474
2,24/02/2012,FALSE,1861802.7,202307,12.57222222,3.555,7.057,220.275944,55317,22637,5749,2482
2,16/03/2012,FALSE,1976082.13,202307,17.6,3.734,7.057,220.8498468,55157,22956,5734,2441
2,23/03/2012,FALSE,1790439.16,202307,17.78333333,3.787,7.057,220.9244858,55124,22701,5655,2465
2,30/03/2012,FALSE,1857480.84,202307,19.35,3.845,7.057,220.9991248,54997,22831,5726,2440
2,13/04/2012,FALSE,1935869.1,202307,20.04444444,3.891,6.891,221.1484028,54843,22653,5662,2457
2,20/04/2012,FALSE,1847344.45,202307,18.71666667,3.877,6.891,221.2021074,54677,22995,5660,2450
2,27/04/2012,FALSE,1764133.09,202307,19.55555556,3.814,6.891,221.255812,55218,22596,5695,2478
2,11/05/2012,FALSE,1917520.99,202307,23.26111111,3.688,6.891,221.3632212,55124,22607,5653,2461
2,18/05/2012,FALSE,2000940.67,202307,21.81666667,3.63,6.891,221.380331,55091,22938,5651,2478
2,25/05/2012,FALSE,1912791.09,202307,25.66111111,3.561,6.891,221.3828029,55720,22582,5760,2439
2,15/06/2012,FALSE,1962924.3,202307,26.97777778,3.393,6.891,221.4009901,54661,22753,5750,2452
2,22/06/2012,FALSE,1887733.21,202307,27.24444444,3.346,6.891,221.4411622,54661,22856,5657,2480
2,29/06/2012,FALSE,1881046.12,202307,30.17777778,3.286,6.891,221.4813343,55687,22678,5684,2454
2,13/07/2012,FALSE,1830075.13,202307,26.76111111,3.256,6.565,221.5616784,55378,22666,5654,2483
2,20/07/2012,FALSE,1819666.46,202307,28.46111111,3.311,6.565,221.5701123,54881,22967,5674,2474
2,27/07/2012,FALSE,1757923.88,202307,30.20555556,3.407,6.565,221.5785461,55141,22746,5664,2466
2,10/08/2012,FALSE,1866719.96,202307,31.41666667,3.494,6.565,221.5954138,55334,22899,5679,2456
2,17/08/2012,FALSE,1928016.01,202307,29.32777778,3.571,6.565,221.6751459,54777,22958,5731,2452
2,24/08/2012,FALSE,1876788.15,202307,24.95,3.62,6.565,221.8083518,55008,22958,5698,2442
2,31/08/2012,FALSE,1947083.3,202307,28.13333333,3.638,6.565,221.9415576,55466,22625,5733,2445
2,14/09/2012,FALSE,1814806.63,202307,24.37777778,3.717,6.565,222.2174395,54815,22951,5755,2475
2,21/09/2012,FALSE,1829415.67,202307,21.71666667,3.721,6.565,222.4169362,55119,22958,5710,2463
2,28/09/2012,FALSE,1746470.56,202307,26.36111111,3.666,6.565,222.6164329,54799,23022,5747,2443
2,12/10/2012,FALSE,1900745.13,202307,16.09444444,3.601,6.17,223.0154263,55290,22751,5746,2471
2,19/10/2012,FALSE,1847990.41,202307,20.04444444,3.594,6.17,223.0598077,55500,23013,5716,2453
2,26/10/2012,FALSE,1834458.35,202307,20.99444444,3.506,6.17,223.0783366,55113,22890,5677,2464
3,12/02/2010,TRUE,420728.96,37392,8.85,2.548,7.368,214.5747916,58531,5607,1465,599
3,19/02/2010,FALSE,421642.19,37392,8.372222222,2.514,7.368,214.6198868,58896,5563,1451,603
3,26/02/2010,FALSE,407204.86,37392,11.13888889,2.561,7.368,214.6475127,58843,5595,1460,602
3,12/03/2010,FALSE,384200.69,37392,17.26666667,2.667,7.368,214.7027646,59338,5649,1473,603
3,19/03/2010,FALSE,375328.59,37392,15.78888889,2.72,7.368,214.5301219,59303,5580,1455,599
3,26/03/2010,FALSE,359949.27,37392,13.92222222,2.732,7.368,214.3241011,58949,5613,1467,604
3,16/04/2010,FALSE,354993.26,37392,19.43333333,2.808,7.343,213.7726889,59102,5566,1468,608
3,23/04/2010,FALSE,339976.65,37392,19.92777778,2.795,7.343,213.7221852,58684,5607,1466,601
3,30/04/2010,FALSE,361248.39,37392,21.24444444,2.78,7.343,213.6716815,58507,5630,1449,604
3,14/05/2010,FALSE,384357.94,37392,25.1,2.854,7.343,213.6196139,58454,5617,1446,600
3,21/05/2010,FALSE,343763.17,37392,24.33888889,2.826,7.343,213.9116886,59415,5619,1449,600
3,28/05/2010,FALSE,350089.23,37392,25.88888889,2.759,7.343,214.2037634,59155,5642,1458,610
3,11/06/2010,FALSE,355017.09,37392,27.83333333,2.668,7.343,214.787913,58690,5640,1457,599
3,18/06/2010,FALSE,364076.85,37392,28.62222222,2.637,7.343,214.7858259,59332,5631,1463,610
3,25/06/2010,FALSE,357346.48,37392,28.77222222,2.653,7.343,214.6660741,59486,5651,1471,603
3,16/07/2010,FALSE,352728.78,37392,29.06666667,2.623,7.346,214.4176476,58584,5602,1456,609
3,23/07/2010,FALSE,352864.49,37392,28.51111111,2.608,7.346,214.5564968,59356,5642,1465,601
3,30/07/2010,FALSE,347955.05,37392,27.8,2.64,7.346,214.695346,58507,5644,1456,605
3,13/08/2010,FALSE,339597.38,37392,30.41111111,2.692,7.346,214.9730444,59509,5541,1475,600
3,20/08/2010,FALSE,351728.21,37392,31.12222222,2.664,7.346,214.9314191,59085,5569,1453,598
3,27/08/2010,FALSE,362134.09,37392,30.08333333,2.619,7.346,214.8897938,58713,5620,1463,606
3,10/09/2010,TRUE,352260.97,37392,27.13333333,2.565,7.346,214.8065431,59132,5556,1464,602
3,17/09/2010,FALSE,363064.64,37392,27.97777778,2.582,7.346,214.8322484,58825,5620,1472,606
3,24/09/2010,FALSE,355626.87,37392,24.94444444,2.624,7.346,214.9084516,59356,5554,1464,601
3,15/10/2010,FALSE,345584.39,37392,20.95,2.72,7.564,215.1293114,59497,5622,1459,601
3,22/10/2010,FALSE,348895.98,37392,22.02222222,2.725,7.564,215.17839,59321,5611,1458,602
3,29/10/2010,FALSE,348591.74,37392,22.24444444,2.716,7.564,215.2274686,58672,5633,1450,608
3,12/11/2010,FALSE,386635.03,37392,17.10555556,2.728,7.564,215.3256258,58984,5550,1448,604
3,19/11/2010,FALSE,372545.32,37392,14.28888889,2.771,7.564,215.2074519,58731,5631,1461,603
3,26/11/2010,TRUE,565567.84,37392,20.39444444,2.735,7.564,215.0614025,58401,5623,1458,604
3,10/12/2010,FALSE,467642.03,37392,10.62777778,2.843,7.564,214.7693037,59032,5592,1447,607
3,17/12/2010,FALSE,498159.39,37392,11.22222222,2.869,7.564,214.704919,59114,5566,1457,607
3,24/12/2010,FALSE,605990.41,37392,13.97777778,2.886,7.564,214.7017828,59167,5595,1469,600
3,31/12/2010,TRUE,382677.76,37392,11.77777778,2.943,7.564,214.6986466,58766,5558,1456,601
3,14/01/2011,FALSE,381061.1,37392,7.088888889,2.983,7.551,214.7470729,59073,5541,1457,602
3,21/01/2011,FALSE,350876.7,37392,10.41111111,3.016,7.551,215.1268275,59232,5597,1475,610
3,28/01/2011,FALSE,364866.24,37392,9.283333333,3.01,7.551,215.5065821,59444,5641,1452,605
3,11/02/2011,TRUE,430526.21,37392,6.427777778,3.022,7.551,216.2660913,58707,5541,1461,606
3,18/02/2011,FALSE,432782.1,37392,16.43333333,3.045,7.551,216.5843571,59444,5550,1455,601
3,25/02/2011,FALSE,397211.19,37392,19.66666667,3.065,7.551,216.8780275,59427,5617,1459,604
3,11/03/2011,FALSE,404753.3,37392,16.27222222,3.459,7.551,217.4653683,58690,5563,1458,599
3,18/03/2011,FALSE,392109.51,37392,20.81666667,3.488,7.551,217.7235226,58796,5607,1466,606
3,25/03/2011,FALSE,380683.67,37392,22.74444444,3.473,7.551,217.9674705,58684,5542,1474,605
3,15/04/2011,FALSE,366250.69,37392,24.37777778,3.743,7.574,218.6788642,59020,5552,1463,606
3,22/04/2011,FALSE,391860.04,37392,24.95,3.807,7.574,218.851237,59038,5636,1462,602
3,29/04/2011,FALSE,367405.4,37392,25.93888889,3.81,7.574,219.0236099,59545,5640,1450,602
3,13/05/2011,FALSE,386312.68,37392,26.59444444,3.899,7.574,219.3683556,58896,5616,1469,602
3,20/05/2011,FALSE,364603.13,37392,24.32777778,3.907,7.574,219.127216,59203,5609,1458,605
3,27/05/2011,FALSE,369350.6,37392,29.11666667,3.786,7.574,218.8860765,59020,5625,1448,603
3,10/06/2011,FALSE,391638.75,37392,29.35555556,3.648,7.574,218.4037974,59456,5625,1453,607
3,17/06/2011,FALSE,403423.34,37392,30.53333333,3.637,7.574,218.3551748,58495,5613,1449,609
3,24/06/2011,FALSE,385520.71,37392,29.41111111,3.594,7.574,218.45094,58666,5594,1475,602
3,15/07/2011,FALSE,373454.33,37392,30.63333333,3.575,7.567,218.7275216,58725,5627,1455,601
